INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,1271,971,300,76.3965,23.6035
I00733,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2068,1447,621,69.971,30.029
I00733,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2806,1815,991,64.6828,35.3172
I00733,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1950,1426,524,73.1282,26.8718
I00733,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,1110,773,337,69.6396,30.3604
I00733,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2549,1694,855,66.4574,33.5426
I00733,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3199,2409,790,75.3048,24.6952
I00733,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,4358,3529,829,80.9775,19.0225
I00733,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3180,2349,831,73.8679,26.1321
I00733,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3836,2583,1253,67.3358,32.6642
I00733,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1633,1191,442,72.9333,27.0667
I00733,RHU,PORTSMOUTH HOSPITALS NHS TRUST,3081,2220,861,72.0545,27.9455
I00733,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2108,1526,582,72.3909,27.6091
I00733,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2452,1582,870,64.5188,35.4812
I00733,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,2293,1664,629,72.5687,27.4313
I00733,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,2743,1998,745,72.84,27.16
I00733,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,2093,1626,467,77.6875,22.3125
I00733,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1170,748,422,63.9316,36.0684
I00733,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,2027,1485,542,73.261,26.739
I00733,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1851,1391,460,75.1486,24.8514
I00733,RNZ,SALISBURY NHS FOUNDATION TRUST,1121,856,265,76.3604,23.6396
I00733,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2137,1526,611,71.4085,28.5915
I00733,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3610,2743,867,75.9834,24.0166
I00733,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2026,1409,617,69.5459,30.4541
I00733,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2800,1750,1050,62.5,37.5
I00733,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2919,2092,827,71.6684,28.3316
I00733,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,1124,825,299,73.3986,26.6014
I00733,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1238,795,443,64.2165,35.7835
I00733,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2382,1612,770,67.6742,32.3258
I00733,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1291,862,429,66.7699,33.2301
I00733,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2019,1556,463,77.0679,22.9321
I00733,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,2312,1614,698,69.8097,30.1903
I00733,RWJ,STOCKPORT NHS FOUNDATION TRUST,1850,1418,432,76.6486,23.3514
I00733,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1947,1401,546,71.9569,28.0431
I00733,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,1433,924,509,64.4801,35.5199
I00733,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,1738,1113,625,64.0391,35.9609
I00733,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2433,1707,726,70.1603,29.8397
I00733,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,1049,808,241,77.0257,22.9743
I00733,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2579,1870,709,72.5087,27.4913
I00733,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1600,1150,450,71.875,28.125
I00733,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1769,1204,565,68.0611,31.9389
I00733,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1467,1010,457,68.848,31.152
I00733,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,2132,1679,453,78.7523,21.2477
I00733,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2654,1981,673,74.642,25.358
I00733,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,1820,1218,602,66.9231,33.0769
I00733,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3704,2453,1251,66.2257,33.7743
I00733,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1165,892,273,76.5665,23.4335
I00733,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,3046,2399,647,78.759,21.241
I00733,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2692,1955,737,72.6226,27.3774
I00733,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,1712,1286,426,75.1168,24.8832
I00733,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2979,2061,918,69.1843,30.8157
I00733,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4419,2928,1491,66.2593,33.7407
I00733,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1781,1155,626,64.8512,35.1488
I00733,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,4313,3160,1153,73.2669,26.7331
I00733,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,2520,1692,828,67.1429,32.8571
I00733,RBK,WALSALL HEALTHCARE NHS TRUST,1668,1117,551,66.9664,33.0336
I00733,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1422,1016,406,71.4487,28.5513
I00733,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2144,1563,581,72.9011,27.0989
I00733,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1476,1008,468,68.2927,31.7073
I00733,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,3137,2100,1037,66.9429,33.0571
I00733,RA3,WESTON AREA HEALTH NHS TRUST,931,664,267,71.3212,28.6788
I00733,RKE,WHITTINGTON HEALTH NHS TRUST,597,414,183,69.3467,30.6533
I00733,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2206,1551,655,70.3083,29.6917
I00733,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2903,1916,987,66.0007,33.9993
I00733,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1905,1356,549,71.1811,28.8189
I00733,RLQ,WYE VALLEY NHS TRUST,1259,882,377,70.0556,29.9444
I00733,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,1047,689,358,65.8071,34.1929
I00733,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,3124,2104,1020,67.3496,32.6504
